iter	Passed	Remaining
262	178	499
263	178	498
264	179	497
265	180	497
266	180	496
267	181	495
268	182	494
269	182	494
270	183	493
271	184	492
272	184	492
273	185	491
274	186	490
275	186	490
276	187	489
277	188	488
278	188	487
279	189	487
280	190	486
281	190	485
282	191	485
283	192	484
284	193	484
285	193	483
286	194	483
287	195	482
288	195	482
289	196	481
290	197	480
291	197	480
292	198	479
293	199	478
294	200	477
295	200	477
296	201	476
297	201	475
298	202	474
299	203	473
300	203	473
301	204	472
302	205	471
303	205	470
304	206	470
305	207	469
306	207	468
307	208	468
308	209	467
309	209	467
310	210	466
311	211	466
312	212	465
313	212	464
314	213	463
315	213	463
316	214	462
317	215	461
318	215	461
319	216	460
320	217	460
321	218	459
322	218	458
323	219	457
324	220	457
325	220	456
326	221	456
327	222	455
328	223	455
329	223	454
330	224	453
331	225	452
332	225	452
333	226	451
334	227	451
335	228	450
336	228	450
337	229	449
338	230	448
339	230	448
340	231	447
341	232	447
342	233	446
343	233	445
344	234	445
345	235	444
346	236	444
347	236	443
348	237	443
349	238	442
350	238	441
351	239	440
352	240	440
353	240	439
354	241	438
355	242	438
356	242	437
357	243	436
358	244	436
359	245	436
360	246	435
361	247	435
362	247	434
363	248	434
364	249	433
365	250	433
366	251	433
367	252	432
368	252	432
369	253	431
370	254	431
371	255	430
372	255	430
373	256	430
374	257	429
375	258	428
376	259	428
377	259	427
378	260	427
379	261	426
380	262	426
381	263	425
382	263	425
383	264	424
384	265	424
385	266	423
386	267	423
387	268	422
388	268	422
389	269	421
390	270	421
391	271	421
392	272	420
393	273	420
394	274	420
395	275	419
396	275	419
397	276	418
398	277	417
399	278	417
400	278	416
401	279	415
402	279	414
403	280	413
404	281	412
405	281	412
406	282	411
407	283	410
408	284	410
409	284	409
410	285	409
411	286	408
412	286	407
413	287	406
414	288	406
415	288	405
416	289	404
417	290	404
418	291	403
419	291	402
420	292	402
421	293	401
422	293	400
423	294	399
424	294	398
425	295	398
426	296	397
427	296	396
428	297	395
429	298	395
430	298	394
431	299	393
432	300	392
433	300	392
434	301	391
435	302	390
436	302	390
437	303	389
438	304	388
439	304	388
440	305	387
441	306	386
442	306	385
443	307	385
444	308	384
445	308	383
446	309	382
447	310	382
448	310	381
449	311	380
450	312	379
451	312	379
452	313	378
453	314	377
454	314	377
455	315	376
456	316	375
457	316	374
458	317	374
459	318	373
460	318	372
461	319	371
462	320	371
463	320	370
464	321	369
465	322	369
466	322	368
467	323	367
468	324	366
469	324	366
470	325	365
471	326	364
472	327	364
473	327	363
474	328	362
475	328	362
476	329	361
477	330	360
478	330	359
479	331	359
480	332	358
481	332	357
482	333	356
483	334	356
484	334	355
485	335	354
486	335	353
487	336	353
488	337	352
489	338	351
490	338	351
491	339	350
492	339	349
493	340	349
494	341	348
495	342	347
496	343	347
497	344	347
498	345	346
499	345	345
500	346	344
501	346	344
502	347	343
503	348	342
504	349	342
505	349	341
506	350	340
507	351	340
508	351	339
509	352	338
510	353	337
511	353	337
512	354	336
513	355	335
514	355	335
515	356	334
516	357	333
517	357	332
518	358	332
519	358	331
520	359	330
521	360	329
522	360	329
523	361	328
524	361	327
525	362	326
526	363	326
527	363	325
528	364	324
529	365	323
530	365	323
531	366	322
532	367	321
533	367	320
534	368	320
535	368	319
536	369	318
537	370	317
538	370	317
539	371	316
540	372	315
541	372	315
542	373	314
543	374	313
544	374	312
545	375	312
546	376	311
547	377	311
548	377	310
549	378	309
550	379	309
551	379	308
552	380	307
553	381	306
554	381	306
555	382	305
556	383	304
557	383	304
558	384	303
559	385	302
560	385	302
561	386	301
562	387	300
563	388	300
564	388	299
565	389	298
566	390	298
567	390	297
568	391	296
569	392	295
570	392	295
571	393	294
572	394	293
573	394	293
574	395	292
575	396	291
576	396	290
577	397	290
578	398	289
579	398	288
580	399	288
581	400	287
582	400	286
583	401	285
584	401	285
585	402	284
586	403	283
587	404	283
588	404	282
589	405	281
590	406	281
591	406	280
592	407	279
593	408	279
594	408	278
595	409	277
596	410	277
597	410	276
598	411	275
599	412	274
600	412	274
601	413	273
602	414	272
603	415	272
604	415	271
605	416	270
606	417	269
607	417	269
608	418	268
609	419	267
610	419	267
611	420	266
612	421	265
613	421	265
614	422	264
615	423	263
616	423	263
617	424	262
618	425	261
619	425	260
620	426	260
621	426	259
622	427	258
623	428	258
624	428	257
625	429	256
626	430	255
627	430	255
628	431	254
629	432	253
630	432	253
631	433	252
632	434	251
633	434	251
634	435	250
635	436	249
636	437	249
637	437	248
638	438	247
639	439	247
640	439	246
641	440	245
642	441	244
643	441	244
644	442	243
645	443	242
646	443	242
647	444	241
648	445	240
649	445	240
650	446	239
651	447	238
652	447	237
653	448	237
654	448	236
655	449	235
656	450	234
657	450	234
658	451	233
659	451	232
660	452	232
661	453	231
662	453	230
663	454	229
664	454	229
665	455	228
666	456	227
667	456	226
668	457	226
669	457	225
670	458	224
671	459	224
672	459	223
673	460	222
674	461	222
675	461	221
676	462	220
677	463	219
678	463	219
679	464	218
680	464	217
681	465	217
682	466	216
683	466	215
684	467	214
685	468	214
686	468	213
687	469	212
688	470	212
689	470	211
690	471	210
691	472	210
692	473	209
693	474	209
694	475	208
695	476	208
696	477	207
697	477	206
698	478	206
699	479	205
700	480	204
701	480	204
702	481	203
703	482	202
704	483	202
705	484	201
706	485	201
707	486	200
708	486	199
709	487	199
710	488	198
711	489	198
712	490	197
713	491	196
714	492	196
715	493	195
716	494	195
717	495	194
718	495	193
719	496	193
720	497	192
721	498	192
722	499	191
723	500	190
724	501	190
725	501	189
726	502	188
727	503	188
728	503	187
729	504	186
730	505	185
731	505	185
732	506	184
733	507	183
734	508	183
735	509	182
736	509	181
737	510	181
738	511	180
739	512	179
740	513	179
741	513	178
742	514	177
743	515	177
744	515	176
745	516	175
746	517	175
747	518	174
748	518	173
749	519	173
750	520	172
751	520	171
752	521	171
753	522	170
754	522	169
755	523	168
756	523	168
757	524	167
758	525	166
759	525	166
760	526	165
761	526	164
762	527	163
763	528	163
764	529	162
765	530	162
766	531	161
767	531	160
768	532	160
769	533	159
770	534	158
771	534	157
772	535	157
773	536	156
774	536	155
775	537	155
776	538	154
777	538	153
778	539	153
779	540	152
780	540	151
781	541	150
782	542	150
783	542	149
784	543	148
785	544	148
786	544	147
787	545	146
788	546	146
789	546	145
790	547	144
791	548	143
792	548	143
793	549	142
794	550	141
795	550	141
796	551	140
797	551	139
798	552	139
799	553	138
800	554	137
801	554	136
802	555	136
803	556	135
804	556	134
805	557	134
806	557	133
807	558	132
808	559	132
809	559	131
810	560	130
811	561	129
812	561	129
813	562	128
814	563	127
815	563	127
816	564	126
817	565	125
818	565	125
819	566	124
820	567	123
821	567	122
822	568	122
823	569	121
824	569	120
825	570	120
826	571	119
827	571	118
828	572	118
829	573	117
830	573	116
831	574	116
832	575	115
833	576	114
834	577	114
835	577	113
836	578	112
837	579	111
838	579	111
839	580	110
840	580	109
841	581	109
842	582	108
843	582	107
844	583	107
845	584	106
846	584	105
847	585	104
848	586	104
849	586	103
850	587	102
851	587	102
852	588	101
853	589	100
854	589	100
855	590	99
856	591	98
857	591	97
858	592	97
859	593	96
860	593	95
861	594	95
862	595	94
863	595	93
864	596	93
865	597	92
866	597	91
867	598	90
868	598	90
869	599	89
870	600	88
871	600	88
872	601	87
873	602	86
874	602	86
875	603	85
876	604	84
877	604	84
878	605	83
879	606	82
880	606	81
881	607	81
882	607	80
883	608	79
884	609	79
885	609	78
886	610	77
887	611	77
888	611	76
889	612	75
890	613	75
891	613	74
892	614	73
893	615	72
894	615	72
895	616	71
896	616	70
897	617	70
898	618	69
899	618	68
900	619	68
901	620	67
902	620	66
903	621	65
904	622	65
905	622	64
906	623	63
907	624	63
908	624	62
909	625	61
910	626	61
911	626	60
912	627	59
913	627	59
914	628	58
915	629	57
916	629	57
917	630	56
918	631	55
919	631	54
920	632	54
921	633	53
922	633	52
923	634	52
924	634	51
925	635	50
926	636	50
927	636	49
928	637	48
929	638	48
930	638	47
931	639	46
932	640	45
933	640	45
934	641	44
935	642	43
936	642	43
937	643	42
938	643	41
939	644	41
940	645	40
941	645	39
942	646	39
943	646	38
944	647	37
945	648	36
946	648	36
947	649	35
948	650	34
949	650	34
950	651	33
951	651	32
952	652	32
953	653	31
954	653	30
955	654	30
956	655	29
957	655	28
958	656	28
959	657	27
960	657	26
961	658	26
962	659	25
963	659	24
964	660	23
965	661	23
966	661	22
967	662	21
968	662	21
969	663	20
970	664	19
971	664	19
972	665	18
973	666	17
974	666	17
975	667	16
976	668	15
977	668	15
978	669	14
979	670	13
980	670	12
981	671	12
982	672	11
983	672	10
984	673	10
985	674	9
986	674	8
987	675	8
988	676	7
989	676	6
990	677	6
991	678	5
992	678	4
993	679	4
994	679	3
995	680	2
996	681	2
997	681	1
998	682	0
999	683	0
